Time (s),Velocity Beam 1 (m/s),Velocity Beam 2 (m/s),Velocity Beam 3 (m/s),Velocity Beam 4 (m/s)
1720611621.258,"[0.2976, 0.325, 0.3488]","[0.0919, 0.1549, 0.1503]","[-0.1559, 0.0049, 0.0204]","[0.0129, 0.1995, 0.1694]"
1720611621.273,"[0.1653, 0.233, 0.241]","[0.219, 0.0226, -0.0665]","[-0.2469, -0.0321, -0.0873]","[-0.0605, 0.1047, 0.0865]"
1720611621.273,"[0.2622, 0.2228, 0.0949]","[0.1787, 0.1122, 0.0066]","[0.0579, -0.0281, -0.0457]","[0.0401, 0.1082, 0.0978]"
1720611621.289,"[0.3113, 0.1812, 0.0875]","[0.1519, 0.0452, -0.0807]","[0.0832, 0.0075, 0.0238]","[0.2671, 0.1375, 0.0762]"
1720611621.305,"[0.1423, 0.1808, 0.1765]","[-0.0301, -0.0204, 0.0193]","[-0.1646, -0.0178, 0.0461]","[0.132, 0.1674, 0.1489]"
1720611621.311,"[-0.0226, 0.0521, 0.0354]","[-0.0943, -0.0764, -0.0836]","[-0.1967, -0.1031, -0.0473]","[-0.0582, 0.0545, 0.0726]"
1720611621.311,"[0.0238, 0.0596, 0.0311]","[-0.0857, -0.0828, -0.1283]","[-0.1144, -0.1378, -0.0984]","[-0.0603, 0.0034, 0.0488]"
1720611621.335,"[0.0616, 0.0795, 0.0445]","[-0.0688, -0.0668, -0.0768]","[-0.1213, -0.1246, -0.0942]","[0.0035, 0.0234, 0.0291]"
1720611621.335,"[0.0591, 0.1008, 0.052]","[-0.0806, -0.0891, -0.0311]","[-0.1033, -0.1176, 0.0353]","[0.0205, 0.0092, 0.0413]"
1720611621.366,"[0.0589, 0.0796, -0.033]","[-0.1703, -0.1825, -0.1298]","[-0.1993, -0.119, -0.1504]","[0.0125, -0.0619, -0.0715]"
1720611621.366,"[-0.0743, -0.0111, -0.0136]","[-0.1783, -0.1212, -0.2241]","[-0.2267, -0.191, -0.1951]","[-0.0344, -0.0362, -0.0429]"
1720611621.366,"[-0.0255, 0.1059, -0.0166]","[-0.2544, -0.0592, -0.2351]","[-0.1544, -0.07, -0.2304]","[0.0294, 0.1022, -0.0428]"
1720611621.382,"[-0.0936, 0.104, -0.0524]","[-0.2082, -0.0523, -0.0707]","[-0.1579, -0.0489, -0.0868]","[0.0616, 0.0884, -0.0058]"
1720611621.382,"[-0.162, 0.0738, 0.0138]","[-0.279, -0.1354, -0.1888]","[-0.2742, -0.1826, -0.2315]","[-0.1493, -0.0085, -0.0669]"
1720611621.397,"[0.004, 0.0242, 0.0214]","[-0.1704, -0.1608, -0.1275]","[-0.1697, -0.2174, -0.2176]","[-0.0337, -0.0229, -0.0729]"
1720611621.411,"[-0.0548, 0.0025, -0.001]","[-0.0952, -0.1341, -0.0556]","[-0.1353, -0.1556, -0.1938]","[0.0038, -0.0158, -0.0476]"
1720611621.411,"[0.0289, 0.0824, 0.0345]","[-0.0927, -0.063, -0.1048]","[-0.0743, -0.1082, -0.1206]","[0.0649, 0.0208, 0.0074]"
1720611621.427,"[0.0489, 0.0736, 0.246]","[-0.0493, -0.0814, -0.1013]","[0.0301, -0.1211, -0.1236]","[0.0472, 0.0139, 0.0462]"
1720611621.442,"[0.2016, 0.2147, 0.2206]","[0.0428, 0.0997, 0.0955]","[0.0437, -0.0214, 0.0162]","[0.1118, 0.1292, 0.1023]"
1720611621.442,"[0.2127, 0.2154, 0.1689]","[0.0861, 0.0788, -0.0034]","[0.0228, -0.0179, -0.0835]","[0.1311, 0.1175, 0.0743]"
1720611621.458,"[0.2194, 0.1347, 0.1538]","[0.0936, 0.0181, -0.0083]","[-0.1631, -0.089, -0.0984]","[0.0047, 0.0343, 0.0645]"
1720611621.474,"[0.1927, 0.1323, 0.1652]","[0.0083, -0.0113, -0.0811]","[0.0249, -0.0485, -0.0303]","[-0.0583, 0.0427, 0.0846]"
1720611621.474,"[0.0918, -0.0189, 0.1025]","[0.0486, -0.045, -0.0133]","[0.0052, -0.1113, -0.029]","[-0.1176, -0.0712, 0.0526]"
1720611621.489,"[0.0163, -0.0064, 0.0662]","[0.0194, -0.0619, -0.0325]","[-0.0816, -0.1196, -0.0025]","[-0.1408, -0.0531, 0.075]"
1720611621.489,"[-0.0181, 0.0317, -0.0128]","[-0.0262, -0.0437, -0.0684]","[-0.1302, -0.098, -0.1028]","[-0.1218, -0.0249, 0.0206]"
1720611621.527,"[0.0458, 0.0171, -0.0157]","[0.1091, -0.0643, -0.0661]","[-0.0067, -0.0487, -0.0791]","[0.0636, 0.0137, -0.051]"
1720611621.527,"[0.0492, -0.0053, 0.0668]","[0.1029, -0.0581, 0.0352]","[0.0069, -0.0603, -0.0349]","[0.0904, -0.0017, 0.0555]"
1720611621.527,"[0.1495, -0.0538, 0.1199]","[-0.057, -0.0933, -0.0226]","[0.034, -0.0815, -0.0715]","[0.1038, -0.0346, 0.086]"
1720611621.543,"[0.1311, -0.048, 0.103]","[0.0562, -0.1163, -0.0017]","[0.0098, -0.1522, -0.0118]","[0.1073, -0.058, 0.0774]"
1720611621.543,"[0.1289, 0.1016, 0.0978]","[-0.009, 0.0166, 0.0252]","[-0.0017, -0.0044, 0.0035]","[0.0947, 0.0521, 0.0712]"
1720611621.558,"[0.0444, 0.1281, 0.0277]","[0.0453, 0.0772, 0.0694]","[-0.0762, 0.0219, 0.031]","[0.0475, 0.097, 0.0997]"
1720611621.574,"[0.0288, -0.0031, 0.0578]","[-0.0187, 0.1039, 0.0831]","[-0.0952, -0.0567, 0.0368]","[0.0564, 0.1087, -0.059]"
1720611621.574,"[0.0797, -0.0505, -0.0857]","[-0.039, -0.083, -0.0481]","[-0.0308, -0.1159, -0.0957]","[0.0867, -0.0714, -0.0756]"
1720611621.595,"[0.1673, -0.0278, -0.0199]","[-0.023, -0.0547, -0.0404]","[0.051, -0.1104, -0.1348]","[0.1309, -0.0769, -0.0532]"
1720611621.598,"[0.0676, -0.0361, 0.074]","[-0.0302, -0.0536, -0.0956]","[-0.0182, -0.1008, -0.155]","[0.0624, -0.0908, -0.1342]"
1720611621.612,"[0.0064, 0.0195, 0.1555]","[-0.027, -0.0145, 0.1938]","[-0.0669, -0.0596, -0.073]","[-0.0135, -0.009, -0.2655]"
1720611621.612,"[0.0148, -0.0326, 0.1253]","[-0.0154, -0.1075, 0.0758]","[-0.0958, -0.1337, 0.0426]","[-0.0446, -0.0758, -0.1078]"
1720611621.627,"[0.0204, -0.0112, 0.1434]","[-0.0055, -0.0936, 0.1019]","[0.0289, -0.139, 0.0844]","[0.0546, -0.0786, 0.074]"
1720611621.643,"[0.0148, 0.069, 0.1468]","[-0.0085, 0.0868, 0.0883]","[0.0106, 0.0168, 0.0427]","[0.0631, 0.1233, 0.0105]"
1720611621.643,"[0.0812, 0.0555, 0.1212]","[0.0248, -0.0142, 0.0726]","[0.028, 0.0033, 0.0257]","[0.1377, 0.0858, 0.0929]"
1720611621.659,"[0.0512, 0.1048, 0.1108]","[-0.0351, 0.0053, 0.0572]","[-0.0229, 0.0048, 0.0312]","[0.1124, 0.113, 0.0877]"
1720611621.674,"[0.0299, 0.1668, 0.0833]","[-0.0503, 0.0308, 0.0593]","[-0.0185, -0.0065, 0.0257]","[0.0895, 0.135, 0.1278]"
1720611621.674,"[0.0117, 0.1049, 0.1833]","[-0.027, -0.0129, 0.105]","[-0.0221, 0.0452, 0.1672]","[0.0449, 0.0465, 0.0711]"
1720611621.69,"[0.0208, 0.1036, 0.0258]","[0.0048, 0.0726, 0.1113]","[-0.007, 0.0222, 0.0334]","[0.0433, 0.056, 0.0623]"
1720611621.69,"[0.0611, 0.0907, 0.0395]","[-0.0054, -0.0038, 0.0522]","[-0.002, -0.0589, 0.002]","[-0.0106, 0.1201, 0.0523]"
1720611621.712,"[0.0253, 0.0592, 0.0657]","[-0.0097, 0.0426, 0.0011]","[0.0171, 0.0379, -0.0748]","[0.0283, 0.1237, 0.0908]"
1720611621.712,"[0.0792, 0.1147, 0.0665]","[0.064, 0.0509, 0.0117]","[0.0408, 0.046, -0.0089]","[0.0806, 0.0998, 0.0609]"
1720611621.728,"[0.1177, -0.0264, 0.0296]","[0.0686, -0.0885, 0.0319]","[0.0424, -0.0824, -0.0709]","[0.1117, -0.0262, 0.0158]"
1720611621.743,"[0.1027, -0.0174, 0.0809]","[-0.0073, -0.0914, -0.0401]","[-0.0502, -0.0945, -0.0791]","[0.1267, -0.0221, -0.0256]"
1720611621.743,"[0.0624, 0.0173, 0.085]","[-0.0194, -0.0815, -0.0431]","[0.0291, -0.0927, -0.0703]","[0.0813, -0.0081, -0.0011]"
1720611621.759,"[0.0236, 0.1005, 0.1388]","[-0.0651, -0.0212, 0.0991]","[-0.0677, 0.0468, 0.0605]","[0.0449, 0.0207, 0.1205]"
1720611621.775,"[0.0411, 0.137, 0.1467]","[-0.0848, 0.1163, 0.1359]","[-0.085, 0.0639, 0.0921]","[0.0615, 0.1198, 0.1212]"
1720611621.775,"[0.0722, 0.057, 0.0477]","[-0.0801, 0.0725, 0.0785]","[-0.0961, -0.0003, 0.0549]","[-0.0045, 0.0541, 0.0327]"
1720611621.79,"[-0.0078, 0.0043, 0.014]","[-0.076, 0.0289, -0.0401]","[-0.0717, -0.0493, -0.0117]","[-0.0298, -0.0258, 0.0173]"
1720611621.79,"[-0.0276, 0.0432, 0.0553]","[-0.0953, 0.0099, -0.0193]","[-0.0545, 0.0061, -0.079]","[0.017, 0.0432, 0.0447]"
1720611621.812,"[-0.0344, 0.0686, 0.0792]","[-0.0696, 0.0388, -0.023]","[-0.0615, 0.0436, -0.0318]","[-0.0194, 0.0659, 0.0696]"
1720611621.812,"[-0.0435, 0.067, 0.0479]","[-0.0582, 0.0252, 0.0409]","[-0.0731, 0.0345, 0.0043]","[-0.0027, 0.0646, 0.0602]"
1720611621.844,"[-0.0227, 0.0365, 0.0731]","[-0.0558, 0.0074, -0.0087]","[-0.1167, -0.0112, -0.0192]","[0.0232, 0.0407, 0.0405]"
1720611621.844,"[-0.0196, 0.0246, 0.0626]","[-0.0466, -0.0305, -0.0195]","[-0.1175, -0.048, -0.0519]","[-0.0319, -0.0047, 0.0179]"
1720611621.844,"[-0.0337, 0.0054, 0.0574]","[-0.0393, -0.0304, -0.0026]","[-0.0712, -0.0306, -0.0058]","[-0.0095, 0.0029, 0.047]"
1720611621.859,"[0.002, -0.0154, 0.035]","[-0.0335, -0.0201, 0.0332]","[-0.0566, -0.0456, 0.028]","[-0.0208, -0.0287, 0.0566]"
1720611621.875,"[0.0633, -0.0378, -0.0468]","[-0.0119, -0.0552, 0.0298]","[0.0152, -0.0534, 0.0157]","[0.0332, -0.0376, 0.0677]"
1720611621.875,"[0.0431, -0.0265, -0.0413]","[-0.0343, -0.0496, 0.009]","[0.0318, -0.0427, -0.0184]","[0.0166, -0.0196, -0.0137]"
1720611621.89,"[0.154, -0.0159, -0.0255]","[-0.0045, -0.0221, -0.0035]","[0.0107, -0.0109, -0.0388]","[0.0628, 0.0029, -0.0234]"
1720611621.89,"[0.0881, 0.0012, -0.0082]","[0.0881, 0.0108, -0.0308]","[0.0467, 0.0358, -0.0499]","[0.1029, 0.0559, -0.0122]"
1720611621.912,"[0.1502, 0.0726, -0.0214]","[0.1307, 0.0707, -0.0338]","[0.1027, 0.0788, -0.0432]","[0.1438, 0.0742, -0.0166]"
1720611621.912,"[0.1679, 0.047, -0.0074]","[0.1314, 0.0397, -0.0467]","[0.1101, 0.0189, -0.0515]","[0.1409, 0.0414, -0.0233]"
1720611621.928,"[0.1648, 0.0607, -0.0028]","[0.105, 0.0671, -0.0524]","[0.0591, 0.0282, -0.0468]","[0.1212, 0.0306, -0.0094]"
1720611621.944,"[0.1405, 0.0521, 0.1366]","[0.0595, 0.0286, -0.0389]","[0.04, 0.0149, -0.0652]","[0.0853, 0.032, -0.0137]"
1720611621.944,"[0.1353, 0.047, 0.0315]","[0.1108, -0.0202, -0.0334]","[0.0873, -0.0722, -0.0501]","[0.1374, 0.0132, -0.0218]"
1720611621.959,"[0.0963, 0.0566, 0.0714]","[0.1156, -0.0411, -0.0287]","[0.0376, -0.0605, -0.0865]","[0.0778, 0.0336, 0.0088]"
1720611621.975,"[0.2119, 0.0963, 0.2216]","[0.1492, 0.0125, 0.0051]","[0.0605, -0.019, -0.0871]","[0.151, 0.061, 0.0245]"
1720611621.975,"[0.2093, 0.1362, 0.0737]","[0.115, 0.0458, 0.0087]","[0.0165, -0.0498, -0.1266]","[0.1045, 0.0489, 0.0179]"
1720611622.013,"[0.1913, 0.1387, 0.1304]","[0.132, -0.0129, 0.017]","[-0.0301, -0.0692, -0.0701]","[0.0908, 0.0694, 0.0659]"
1720611622.013,"[0.1148, 0.1173, 0.12]","[0.0249, -0.0166, 0.0098]","[-0.0496, -0.0788, -0.0867]","[0.0166, 0.003, 0.0435]"
1720611622.013,"[0.1003, 0.0716, 0.1002]","[0.0243, -0.0315, -0.025]","[-0.0673, -0.0644, -0.1131]","[0.0166, -0.0007, 0.052]"
1720611622.013,"[0.0803, 0.0757, -0.0227]","[-0.0003, -0.0192, -0.0494]","[-0.1231, -0.1073, -0.074]","[-0.0269, 0.0202, 0.0118]"
1720611622.029,"[0.0058, 0.0094, -0.0055]","[-0.0036, -0.0213, -0.0645]","[-0.1322, -0.1517, -0.1456]","[-0.0739, -0.0821, -0.0847]"
1720611622.044,"[0.0035, 0.0559, 0.057]","[0.1065, -0.0878, -0.2946]","[-0.1288, -0.1355, -0.1139]","[-0.0307, -0.0063, -0.0518]"
1720611622.044,"[0.0771, 0.1, 0.0379]","[-0.0198, -0.0169, -0.0922]","[-0.1134, -0.0978, -0.1209]","[0.0009, 0.0242, -0.0084]"
1720611622.06,"[0.0498, 0.0866, 0.0413]","[-0.0294, -0.0214, -0.079]","[-0.1026, -0.1006, -0.1332]","[-0.0153, 0.0178, -0.0049]"
1720611622.06,"[-0.0777, -0.0369, 0.0275]","[-0.1297, -0.1492, -0.0917]","[-0.182, -0.1869, -0.137]","[-0.0727, -0.0803, -0.0056]"
1720611622.075,"[-0.0548, -0.0377, -0.0301]","[-0.1424, -0.1459, -0.1284]","[-0.2359, -0.1816, -0.1764]","[-0.0938, -0.083, -0.0734]"
1720611622.091,"[-0.0534, -0.1301, -0.0387]","[-0.2122, -0.2397, -0.1457]","[-0.2631, -0.2672, -0.1915]","[-0.1476, -0.1544, -0.0896]"
1720611622.091,"[-0.1058, -0.1221, 0.039]","[-0.235, -0.2435, -0.2145]","[-0.238, -0.2722, -0.2569]","[-0.1365, -0.1589, -0.0935]"
1720611622.113,"[-0.1086, -0.0869, 0.0153]","[-0.2204, -0.1696, -0.1775]","[-0.1466, -0.1467, -0.1628]","[-0.1257, 0.0029, -0.078]"
1720611622.113,"[0.0678, 0.0091, -0.1595]","[-0.0243, -0.1555, -0.1148]","[-0.0851, -0.1936, -0.148]","[0.0819, -0.084, -0.0875]"
1720611622.129,"[0.1511, 0.0594, 0.0752]","[-0.0166, -0.1384, -0.0791]","[-0.0876, -0.1365, -0.0741]","[0.0937, 0.0638, 0.0654]"
1720611622.144,"[0.1619, 0.1048, 0.1089]","[0.0168, -0.0315, -0.0087]","[-0.1273, -0.1175, -0.0114]","[0.0836, 0.0391, 0.0583]"
1720611622.16,"[0.1356, 0.0934, 0.0404]","[-0.0427, -0.0381, -0.022]","[-0.0953, -0.1108, -0.0412]","[0.0062, 0.0396, -0.0045]"
1720611622.16,"[0.1789, 0.1907, -0.029]","[-0.0248, -0.0486, -0.2075]","[-0.2096, -0.1324, -0.2366]","[-0.0567, -0.0375, -0.0818]"
1720611622.16,"[0.116, 0.1507, 0.0928]","[0.0238, 0.0106, -0.1763]","[-0.1178, -0.1155, -0.2353]","[-0.0397, -0.0232, -0.0149]"
1720611622.176,"[0.105, 0.0692, 0.1017]","[-0.0135, -0.0247, 0.0055]","[-0.1178, -0.1153, -0.0984]","[-0.0587, -0.0298, -0.0114]"
1720611622.191,"[0.0847, 0.1203, 0.0685]","[-0.0314, 0.0245, 0.019]","[-0.0683, -0.0641, -0.0966]","[0.0232, 0.0181, -0.0256]"
1720611622.191,"[0.1108, 0.1099, 0.1075]","[0.0219, 0.0037, 0.0703]","[-0.0278, -0.0347, -0.1596]","[0.0698, 0.0736, 0.2881]"
1720611622.214,"[0.1097, 0.1547, 0.0665]","[0.0643, 0.0271, 0.0655]","[0.089, -0.0229, 0.0056]","[0.1421, 0.0862, 0.1]"
1720611622.214,"[0.2876, 0.3558, 0.2245]","[0.0823, 0.1626, 0.061]","[0.0381, 0.1001, -0.0222]","[0.2203, 0.2515, 0.1109]"
1720611622.229,"[0.2626, 0.2771, 0.2009]","[0.0837, 0.1137, 0.0104]","[-0.0541, 0.0135, -0.0524]","[0.1901, 0.1667, 0.055]"
1720611622.245,"[0.1356, 0.1857, 0.0831]","[-0.0801, 0.0826, 0.0344]","[-0.1646, -0.1043, -0.1212]","[0.0578, 0.129, 0.0277]"
1720611622.245,"[0.0133, -0.0039, -0.0107]","[-0.13, -0.1383, -0.1475]","[-0.1791, -0.2292, -0.1848]","[0.0092, -0.1171, -0.0718]"
1720611622.26,"[-0.0085, -0.0216, -0.0302]","[-0.0739, -0.0829, -0.1076]","[-0.1631, -0.1781, -0.1788]","[-0.0746, -0.1193, -0.0692]"
1720611622.26,"[0.0065, -0.0495, 0.0121]","[-0.086, -0.1175, -0.1351]","[-0.221, -0.1972, -0.1743]","[-0.0359, -0.1205, -0.0415]"
1720611622.276,"[0.0132, -0.0613, -0.0555]","[-0.1221, -0.1443, -0.1355]","[-0.2332, -0.2141, -0.1879]","[-0.1976, -0.1534, -0.1312]"
1720611622.292,"[-0.063, -0.1048, -0.114]","[-0.1522, -0.2093, -0.2338]","[-0.209, -0.2867, -0.2209]","[-0.1668, -0.1039, -0.1832]"
1720611622.292,"[0.0054, -0.0834, -0.0165]","[-0.1238, -0.1972, -0.19]","[-0.2277, -0.2308, -0.1747]","[-0.1511, -0.147, -0.0277]"
1720611622.314,"[-0.0314, -0.2107, -0.0402]","[-0.1113, -0.2893, -0.138]","[-0.3265, -0.339, -0.2003]","[-0.2481, -0.2331, -0.0817]"
1720611622.314,"[-0.1577, -0.1377, -0.0663]","[-0.0558, -0.2581, -0.2573]","[-0.0877, -0.3099, -0.2294]","[-0.2413, -0.1928, -0.0689]"
1720611622.329,"[-0.0797, -0.0095, 0.0065]","[-0.0064, -0.1129, -0.0492]","[-0.1842, -0.1548, -0.2442]","[-0.1451, -0.0592, -0.061]"
1720611622.345,"[-0.0088, -0.0131, 0.0115]","[-0.0726, -0.1163, -0.1765]","[-0.1549, -0.169, -0.1403]","[-0.0465, -0.0635, -0.0115]"
1720611622.345,"[-0.0753, -0.0383, -0.0579]","[-0.0769, -0.1154, -0.1227]","[-0.1524, -0.1592, -0.1984]","[-0.0464, -0.0645, -0.1338]"
1720611622.361,"[-0.0368, -0.0494, -0.0747]","[-0.0981, -0.1112, -0.1669]","[-0.0914, -0.1567, -0.2309]","[-0.0013, -0.0898, -0.1392]"
1720611622.361,"[0.3134, -0.0364, 0.099]","[0.0005, -0.1091, -0.1675]","[-0.0426, -0.1483, -0.188]","[-0.017, -0.0049, -0.0496]"
1720611622.376,"[0.0745, 0.0284, 0.0444]","[0.0015, -0.1062, -0.1713]","[-0.0455, -0.1231, -0.144]","[0.045, -0.0708, 0.0446]"
1720611622.392,"[0.1017, 0.2685, 0.0756]","[-0.0152, -0.0627, -0.0858]","[0.0404, 0.0115, -0.1156]","[0.1016, 0.1236, -0.0535]"
1720611622.392,"[0.0909, 0.2509, 0.113]","[-0.0001, 0.1168, -0.1001]","[0.0352, 0.0278, -0.1779]","[0.0892, 0.1417, -0.0428]"
1720611622.414,"[0.1278, 0.1198, 0.1444]","[0.0101, 0.009, 0.0277]","[0.0177, -0.0951, -0.1382]","[0.1181, 0.0174, 0.013]"
1720611622.414,"[0.1066, 0.1069, 0.1788]","[-0.027, 0.0, 0.0401]","[-0.0584, -0.1096, -0.0782]","[0.0772, 0.0082, 0.0363]"
1720611622.43,"[-0.0311, -0.0053, 0.0766]","[-0.0688, -0.0699, -0.0731]","[-0.1567, -0.152, -0.0883]","[-0.0384, -0.0188, 0.0047]"
1720611622.43,"[-0.0652, -0.1029, 0.0827]","[-0.1504, -0.1834, -0.1048]","[-0.1419, -0.2459, -0.1844]","[-0.042, -0.1504, -0.0555]"
1720611622.445,"[-0.0102, -0.0403, 0.0559]","[-0.074, -0.1392, -0.1276]","[-0.1249, -0.2225, -0.2084]","[-0.0239, -0.1302, -0.1096]"
1720611622.461,"[0.0836, 0.0177, 0.064]","[-0.0087, -0.1148, -0.163]","[-0.0624, -0.1677, -0.1681]","[-0.0066, -0.0236, -0.0195]"
1720611622.477,"[0.0531, 0.0769, 0.0678]","[-0.0555, -0.0473, -0.0166]","[-0.1594, -0.0949, -0.1059]","[-0.0073, 0.0281, 0.0264]"
1720611622.477,"[0.0278, -0.0102, 0.034]","[-0.104, -0.1417, -0.1017]","[-0.1205, -0.2237, -0.1606]","[0.0127, -0.0856, -0.0251]"
1720611622.492,"[0.0815, -0.0009, 0.0234]","[-0.0759, -0.1391, -0.1266]","[-0.0889, -0.1844, -0.1745]","[0.019, -0.0651, -0.0407]"
1720611622.492,"[0.0762, 0.0262, 0.0778]","[-0.0567, -0.0979, -0.094]","[-0.1143, -0.1745, -0.1664]","[0.0376, -0.0266, -0.0543]"
1720611622.514,"[0.1013, 0.1367, 0.1249]","[-0.1051, -0.0109, -0.044]","[-0.1271, -0.0695, -0.1065]","[-0.0098, 0.0677, 0.0615]"
1720611622.514,"[-0.0538, -0.0174, -0.0207]","[-0.1399, -0.0755, -0.0776]","[-0.1408, -0.1698, -0.1277]","[-0.0596, -0.0734, -0.0656]"
1720611622.53,"[-0.0101, -0.0734, -0.0183]","[-0.0816, -0.1393, -0.1432]","[-0.1294, -0.1914, -0.1855]","[-0.0607, -0.1056, -0.0562]"
1720611622.53,"[-0.0018, -0.0652, -0.048]","[-0.1019, -0.1408, -0.1712]","[-0.1506, -0.1979, -0.1586]","[-0.0776, -0.1199, -0.0173]"
1720611622.546,"[0.0107, -0.1088, -0.0015]","[-0.1047, -0.1462, -0.2175]","[-0.1491, -0.2207, -0.1553]","[-0.1224, -0.1649, -0.1188]"
1720611622.561,"[0.1883, -0.0573, 0.0309]","[0.0098, -0.1458, -0.0365]","[-0.0329, -0.1913, -0.133]","[0.0331, -0.1229, -0.0793]"
1720611622.561,"[0.0722, 0.0043, 0.032]","[-0.0156, -0.1252, -0.0915]","[-0.1465, -0.1942, -0.1613]","[-0.0045, -0.0638, -0.0645]"
1720611622.577,"[0.0193, 0.0208, 0.181]","[-0.0848, -0.1174, -0.018]","[-0.1346, -0.1588, -0.1018]","[-0.0508, -0.0503, 0.1025]"
1720611622.593,"[0.0563, 0.0807, 0.1287]","[-0.0589, -0.0227, 0.0274]","[-0.1374, -0.0795, -0.0009]","[0.0263, 0.039, 0.1175]"
1720611622.593,"[0.0411, 0.1003, 0.1472]","[-0.0006, 0.0156, 0.0178]","[0.0719, 0.0047, 0.0155]","[0.0065, 0.1117, 0.116]"
1720611622.615,"[0.1296, 0.1798, 0.254]","[0.0553, 0.023, 0.0428]","[-0.058, 0.0345, -0.0003]","[0.1566, 0.1761, 0.0026]"
1720611622.615,"[0.1349, 0.2629, 0.2588]","[0.074, 0.1278, 0.0482]","[0.1528, 0.0706, -0.0454]","[0.2056, 0.2251, 0.1481]"
1720611622.639,"[0.2211, 0.2282, 0.2615]","[0.0271, 0.0947, 0.0764]","[0.0116, 0.0503, -0.0445]","[0.1714, 0.2075, 0.149]"
1720611622.639,"[0.1205, 0.1594, -0.3904]","[0.0372, 0.0358, 0.2817]","[-0.2002, 0.0551, 0.1513]","[-0.0058, 0.1767, 0.2859]"
1720611622.654,"[0.0603, -0.0182, -0.16]","[-0.0648, -0.1324, -0.2693]","[-0.2696, -0.2529, -0.2694]","[-0.1443, -0.0952, -0.134]"
1720611622.654,"[-0.1577, -0.243, -0.1767]","[-0.2165, -0.3241, -0.3032]","[-0.2188, -0.3922, -0.351]","[-0.1727, -0.2886, -0.2818]"
1720611622.67,"[-0.2157, -0.0881, -0.0596]","[-0.0814, -0.2059, -0.2798]","[-0.2671, -0.2433, -0.3432]","[-0.1824, -0.165, -0.2128]"
1720611622.67,"[0.0166, -0.111, -0.0328]","[-0.0426, -0.1558, -0.1452]","[-0.0913, -0.1873, -0.2788]","[0.0037, -0.1274, -0.1354]"
1720611622.686,"[0.0471, 0.0996, 0.135]","[-0.0579, -0.0367, -0.0114]","[-0.0468, 0.0228, -0.0953]","[-0.0369, 0.0649, -0.0231]"
1720611622.701,"[0.0416, 0.0861, 0.1062]","[-0.0498, -0.0008, 0.0177]","[0.1766, -0.0462, -0.049]","[0.031, 0.0315, 0.0808]"
1720611622.715,"[0.1374, 0.0846, 0.088]","[0.0389, 0.0101, 0.0104]","[-0.0434, -0.046, -0.0355]","[-0.3838, 0.0346, 0.3867]"
1720611622.715,"[0.0719, 0.0688, 0.0359]","[0.0186, 0.0185, -0.0653]","[-0.0618, -0.0175, -0.1003]","[0.3329, 0.1885, -0.3788]"
1720611622.73,"[0.01, 0.1035, 0.045]","[-0.0356, 0.0258, -0.0583]","[-0.0537, -0.0228, -0.1049]","[0.1917, 0.007, 0.1118]"
1720611622.73,"[-0.02, 0.163, 0.2118]","[0.2262, 0.0911, -0.046]","[0.1972, 0.0046, -0.0961]","[0.2006, 0.155, 0.1077]"
1720611622.746,"[0.0917, 0.2991, 0.3419]","[0.1714, 0.1153, 0.0343]","[0.1363, 0.0119, -0.0488]","[0.1491, 0.1938, 0.1305]"
1720611622.762,"[0.0984, 0.2545, 0.1039]","[0.0716, 0.1013, 0.0561]","[-0.0208, -0.008, -0.0848]","[0.1498, 0.1625, 0.0278]"
1720611622.762,"[0.1402, 0.1565, 0.1248]","[-0.0943, -0.0086, -0.0633]","[-0.2047, -0.1133, -0.1291]","[-0.0693, 0.071, 0.0302]"
1720611622.777,"[-0.0077, 0.0062, 0.014]","[-0.0984, -0.0651, -0.1484]","[-0.1677, -0.2369, -0.235]","[-0.0458, -0.0401, -0.0561]"
1720611622.793,"[0.0433, 0.1588, 0.2304]","[-0.0696, -0.0146, -0.0902]","[-0.1703, -0.1096, -0.2159]","[-0.0072, 0.0338, 0.0383]"
1720611622.809,"[0.0952, 0.1162, 0.1986]","[-0.0498, -0.048, -0.0016]","[-0.0537, -0.1718, -0.1469]","[-0.0081, -0.0138, -0.0379]"
1720611622.815,"[0.0806, -0.0615, 0.1185]","[-0.1374, -0.1925, -0.0046]","[-0.1317, -0.2992, -0.1379]","[-0.0216, -0.094, 0.0116]"
1720611622.815,"[0.0421, 0.0313, 0.0313]","[-0.1148, -0.104, -0.1041]","[-0.1538, -0.1983, -0.1443]","[0.0059, -0.0623, -0.0183]"
1720611622.831,"[0.0657, -0.0049, 0.0293]","[-0.1219, -0.1168, -0.1244]","[-0.1293, -0.2558, -0.2054]","[0.027, -0.1096, -0.0926]"
1720611622.831,"[0.0877, -0.0077, 0.0471]","[-0.0934, -0.0926, -0.0835]","[-0.1516, -0.1428, -0.2221]","[0.0095, -0.0566, -0.1201]"
1720611622.846,"[0.0487, 0.005, 0.1277]","[-0.0765, -0.0951, -0.0451]","[-0.1474, -0.1468, -0.1339]","[-0.0513, -0.0554, -0.0445]"
1720611622.862,"[0.0238, -0.0265, 0.0004]","[-0.1087, -0.117, -0.1093]","[-0.1478, -0.174, -0.1808]","[-0.0625, -0.0896, -0.0062]"
1720611622.862,"[0.0245, 0.0442, 0.0364]","[-0.0728, -0.1155, -0.1238]","[-0.1222, -0.1344, -0.1882]","[-0.0337, -0.0556, -0.0827]"
